Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 910 - Atencao Basica - Sao Jose do Norte,122,100000,beneficiado,910,Marcus Vinícius,PP,Sao Jose do Norte,MARCUS VINICIUS VIEIRA DE ALMEIDA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1053 - Atencao Basica - Rio Grande,100,100000,beneficiado,1053,Bruna Rodrigues,PCdoB,Rio Grande,BRUNA LIEGE DA SILVA RODRIGUES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1054 - Atencao Basica - Pelotas,93,100000,beneficiado,1054,Bruna Rodrigues,PCdoB,Pelotas,BRUNA LIEGE DA SILVA RODRIGUES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1131 - Atencao Basica - Rio Grande,100,100000,beneficiado,1131,Stela Farias,PT,Rio Grande,STELA BEATRIZ FARIAS LOPES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1132 - Atencao Basica - Capao do Leao,235,100000,beneficiado,1132,Eliana Bayer,REPUBLICANOS,Capao do Leao,ELIANA DO NASCIMENTO NARVAIS BAYER
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1157 - Atencao Basica - Cangucu,23,100000,beneficiado,1157,Laura Sito,PT,Cangucu,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 757 - Atencao Basica - Sao Jose do Norte,122,100000,beneficiado,757,Luiz Marenco,PDT,Sao Jose do Norte,LUIS ROGERIO MARENCO FERRÂN
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 190 - Atencao Basica - Amaral Ferrador,248,100000,beneficiado,190,Zé Nunes,PT,Amaral Ferrador,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 103 - Fms - Ambulatorio Trans - Pelotas,93,100000,beneficiado,103,Leonel Radde,PT,Pelotas,LEONEL GUTERRES RADDE
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 136 - Santa Casa - Arroio Grande,6,100000,beneficiado,136,Aloísio Classmann,UNIÃO,Arroio Grande,ALOISIO TALSO CLASSMANN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 163 - Fms - Hospital Municipal - Sao Jose do Norte,122,100000,beneficiado,163,Aloísio Classmann,UNIÃO,Sao Jose do Norte,ALOISIO TALSO CLASSMANN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 178 - Santa Casa - Santa Vitoria do Palmar,111,100000,beneficiado,178,Zé Nunes,PT,Santa Vitoria do Palmar,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 179 - Hospital de Caridade - Cangucu,23,100000,beneficiado,179,Zé Nunes,PT,Cangucu,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 181 - Hospital Nossa Senhora da Gloria - Herval,61,100000,beneficiado,181,Zé Nunes,PT,Herval,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 182 - Hospital Dr Ernesto Mauricio Arndt - Morro Redondo,291,100000,beneficiado,182,Zé Nunes,PT,Morro Redondo,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 598 - Fms - Ucpel - Hospital Universitario Sao Francisco de Paula - Pelotas,93,100000,beneficiado,598,Luciana Genro,PSOL,Pelotas,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 612 - Santa Casa - Rio Grande,100,100000,beneficiado,612,Luciana Genro,PSOL,Rio Grande,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 755 - Santa Casa - Arroio Grande,6,100000,beneficiado,755,Luiz Marenco,PDT,Arroio Grande,LUIS ROGERIO MARENCO FERRÂN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 903 - Fms - Santa Casa - Pelotas,93,100000,beneficiado,903,Airton Lima,PODE,Pelotas,AIRTON LIMA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1160 - Santa Casa - Sao Lourenco do Sul,125,100000,beneficiado,1160,Laura Sito,PT,Sao Lourenco do Sul,LAURA SOARES SITO SILVEIRA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 239 - Transporte Sanitario Eletivo - Santana da Boa Vista,222,100000,beneficiado,239,Adriana Lara,PL,Santana da Boa Vista,ADRIANA VIEIRA LARA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 487 - Transporte Sanitario Eletivo - Jaguarao,68,100000,beneficiado,487,Luciano Silveira,MDB,Jaguarao,LUCIANO DA SILVA SILVEIRA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 582 - Transporte Sanitario Eletivo - Chui,436,100000,beneficiado,582,Dr Thiago Duarte,UNIÃO,Chui,THIAGO PEREIRA DUARTE
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 583 - Transporte Sanitario Eletivo - Capao do Leao,235,100000,beneficiado,583,Dr Thiago Duarte,UNIÃO,Capao do Leao,THIAGO PEREIRA DUARTE
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 863 - Transporte Sanitario Eletivo - Arroio Grande,6,100000,beneficiado,863,Gerson Burmann,PDT,Arroio Grande,GERSON BURMANN
2025,Secretaria da Saúde,SES,Qualificação da Rede de Atenção À Pessoa Com Deficiência - Tea e Pcd - Ep,Ep 754 - Associacao Projeto Acreditar - Pedro Osorio,92,100000,beneficiado,754,Luiz Marenco,PDT,Pedro Osorio,LUIS ROGERIO MARENCO FERRÂN
2025,Secretaria de Desenvolvimento Social,SEDES,Programa de Aquisição de Alimentos - Rs Sem Fome - Ep,Ep 822 - Programa de Aquisicao de Alimentos - Rs Sem Fome - Morro Redondo,291,100000,beneficiado,822,Pedro Pereira,PSDB,Morro Redondo,PEDRO OZORIO PEREIRA
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 813 - Apoio Gestao Municipal - Piratini,95,100000,beneficiado,813,Pedro Pereira,PSDB,Piratini,PEDRO OZORIO PEREIRA
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 258 - Nucleo de Apoio As Neurodiversidades - Arroio Grande,6,100000,beneficiado,258,Adriana Lara,PL,Arroio Grande,ADRIANA VIEIRA LARA
2025,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 687 - Defesa Civil - Pareci Novo,386,100000,beneficiado,687,Sergio Peres,REPUBLICANOS,Pareci Novo,SERGIO PERES ALOS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 101 - Atencao Basica - Capela de Santana,257,100000,beneficiado,101,Leonel Radde,PT,Capela de Santana,LEONEL GUTERRES RADDE
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 126 - Atencao Basica - Montenegro,78,100000,beneficiado,126,Gustavo Victorino,REPUBLICANOS,Montenegro,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 362 - Atencao Basica - Salvador do Sul,221,100000,beneficiado,362,Carlos Búrigo,MDB,Salvador do Sul,CARLOS BURIGO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 390 - Atencao Basica - Sao Vendelino,333,100000,beneficiado,390,Vilmar Zanchin,MDB,Sao Vendelino,VILMAR PERIN ZANCHIN
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 507 - Atencao Basica - Sao Sebastiao do Cai,128,100000,beneficiado,507,Rodrigo Lorenzoni,PL,Sao Sebastiao do Cai,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 515 - Atencao Basica - Alto Feliz,334,100000,beneficiado,515,Elton Weber,PSB,Alto Feliz,ELTON ROBERTO WEBER
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 606 - Atencao Basica - Sao Jose do Hortencio,314,100000,beneficiado,606,Rodrigo Lorenzoni,PL,Sao Jose do Hortencio,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 928 - Atencao Basica - Pareci Novo,386,100000,beneficiado,928,Eliana Bayer,REPUBLICANOS,Pareci Novo,ELIANA DO NASCIMENTO NARVAIS BAYER
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 130 - Atencao Basica - Pareci Novo,386,100000,beneficiado,130,Gustavo Victorino,REPUBLICANOS,Pareci Novo,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 899 - Hospital Montenegro - Montenegro,78,100000,beneficiado,899,Airton Lima,PODE,Montenegro,AIRTON LIMA
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 277 - Transporte Sanitario Eletivo - Vale Real,424,100000,beneficiado,277,Neri o Carteiro,PSDB,Vale Real,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 485 - Transporte Sanitario Eletivo - Sao Pedro da Serra,410,100000,beneficiado,485,Luciano Silveira,MDB,Sao Pedro da Serra,LUCIANO DA SILVA SILVEIRA
2025,Secretaria da Saúde,SES,Qualificação da Rede de Atenção À Pessoa Com Deficiência - Tea e Pcd - Ep,Ep 461 - Apae - Feliz,47,100000,beneficiado,461,Prof Claudio Branchieri,PODE,Feliz,CLAUDIO MAXIMILIANO BRANCHIERI
2025,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 689 - Agricultura Familiar - Tupandi,326,100000,beneficiado,689,Sergio Peres,REPUBLICANOS,Tupandi,SERGIO PERES ALOS
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Implementação de Atividades Voltadas a Educação Ambiental - Ep,Ep 284 - Movimento Roessler Para Defesa Ambiental - Novo Hamburgo,86,100000,beneficiado,284,Miguel Rossetto,PT,Novo Hamburgo,MIGUEL SOLDATELLI ROSSETTO
2025,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 329 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Canoas,24,100000,beneficiado,329,Delegado Zucco,REPUBLICANOS,Canoas,RODRIGO LORENZINI ZUCCO
2025,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 338 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Novo Hamburgo,86,100000,beneficiado,338,Delegado Zucco,REPUBLICANOS,Novo Hamburgo,RODRIGO LORENZINI ZUCCO
2025,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 339 - Defesa Civil - Associacao Pro - Ensino Superior - Aspeur - Sao Leopoldo,124,100000,beneficiado,339,Delegado Zucco,REPUBLICANOS,Sao Leopoldo,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 840 - Ctg Mourao da Estancia - Estancia Velha,42,100000,beneficiado,840,Gaúcho da Geral,PSD,Estancia Velha,JULIANO FRANCZAK
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 9 - Atencao Basica - Sao Leopoldo,124,100000,beneficiado,9,Elizandro Sabino,PRD,Sao Leopoldo,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 16 - Atencao Basica - Campo Bom,19,100000,beneficiado,16,Elizandro Sabino,PRD,Campo Bom,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 22 - Atencao Basica - Novo Hamburgo,86,100000,beneficiado,22,Elizandro Sabino,PRD,Novo Hamburgo,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 127 - Atencao Basica - Campo Bom,19,100000,beneficiado,127,Gustavo Victorino,REPUBLICANOS,Campo Bom,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 134 - Atencao Basica - Esteio,43,100000,beneficiado,134,Gustavo Victorino,REPUBLICANOS,Esteio,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 212 - Atencao Basica - Dois Irmaos,35,100000,beneficiado,212,Gustavo Victorino,REPUBLICANOS,Dois Irmaos,GUSTAVO ADOLFO VICTORINO GREHS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 256 - Atencao Basica - Sao Leopoldo,124,100000,beneficiado,256,Jeferson Fernandes,PT,Sao Leopoldo,JEFERSON OLIVEIRA FERNANDES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 311 - Atencao Basica - Sao Leopoldo,124,100000,beneficiado,311,Matheus Gomes,PSOL,Sao Leopoldo,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 333 - Atencao Basica - Ararica,428,100000,beneficiado,333,Delegado Zucco,REPUBLICANOS,Ararica,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 585 - Atencao Basica - Canoas,24,100000,beneficiado,585,Dr Thiago Duarte,UNIÃO,Canoas,THIAGO PEREIRA DUARTE
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 676 - Atencao Basica - Ararica,428,100000,beneficiado,676,Sergio Peres,REPUBLICANOS,Ararica,SERGIO PERES ALOS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 694 - Atencao Basica - Nova Santa Rita,382,100000,beneficiado,694,Adão Pretto Filho,PT,Nova Santa Rita,ADAO PRETTO FILHO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 700 - Atencao Basica - Portao,213,100000,beneficiado,700,Adão Pretto Filho,PT,Portao,ADAO PRETTO FILHO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 838 - Atencao Basica - Canoas,24,100000,beneficiado,838,Gaúcho da Geral,PSD,Canoas,JULIANO FRANCZAK
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 839 - Atencao Basica - Portao,213,100000,beneficiado,839,Gaúcho da Geral,PSD,Portao,JULIANO FRANCZAK
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1028 - Atencao Basica - Sapiranga,131,100000,beneficiado,1028,Issur Koch,PP,Sapiranga,ISSUR KOCH
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1029 - Atencao Basica - Ivoti,200,100000,beneficiado,1029,Issur Koch,PP,Ivoti,ISSUR KOCH
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1035 - Atencao Basica - Dois Irmaos,35,100000,beneficiado,1035,Issur Koch,PP,Dois Irmaos,ISSUR KOCH
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1038 - Atencao Basica - Estancia Velha,42,100000,beneficiado,1038,Issur Koch,PP,Estancia Velha,ISSUR KOCH
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1052 - Atencao Basica - Novo Hamburgo,86,100000,beneficiado,1052,Bruna Rodrigues,PCdoB,Novo Hamburgo,BRUNA LIEGE DA SILVA RODRIGUES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 55 - Fms - Hospital Centenario - Sao Leopoldo,124,100000,beneficiado,55,Sofia Cavedon,PT,Sao Leopoldo,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 74 - Fms - Hospital Dr Lauro Reus - Campo Bom,19,100000,beneficiado,74,Rafael Braga,MDB,Campo Bom,RAFAEL BRAGA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 219 - Hospital de Portao - Portao,213,100000,beneficiado,219,Cláudio Tatsch,PL,Portao,CLAUDIO GILNEI TATSCH
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 278 - Hospital de Portao - Portao,213,100000,beneficiado,278,Neri o Carteiro,PSDB,Portao,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 303 - Fms - Hospital Sao Camilo - Esteio,43,100000,beneficiado,303,Delegado Zucco,REPUBLICANOS,Esteio,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 304 - Fms - Hospital Regina - Novo Hamburgo,86,100000,beneficiado,304,Delegado Zucco,REPUBLICANOS,Novo Hamburgo,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 307 - Hospital Sao Jose - Ivoti,200,100000,beneficiado,307,Delegado Zucco,REPUBLICANOS,Ivoti,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 323 - Fms - Hospital Sao Camilo - Esteio,43,100000,beneficiado,323,Matheus Gomes,PSOL,Esteio,MATHEUS PEREIRA GOMES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 332 - Hospital Sapiranga - Sapiranga,131,100000,beneficiado,332,Delegado Zucco,REPUBLICANOS,Sapiranga,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 613 - Fms - Hospital Universitario de Canoas - Canoas,24,100000,beneficiado,613,Luciana Genro,PSOL,Canoas,LUCIANA KREBS GENRO
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 617 - Hospital Municipal Getulio Vargas - Estancia Velha,42,100000,beneficiado,617,Delegada Nadine,PSDB,Estancia Velha,NADINE TAGLIARI FARIAS ANFLOR
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 902 - Hospital de Portao - Portao,213,100000,beneficiado,902,Airton Lima,PODE,Portao,AIRTON LIMA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1037 - Fms - Hospital Getulio Vargas - Sapucaia do Sul,132,100000,beneficiado,1037,Issur Koch,PP,Sapucaia do Sul,ISSUR KOCH
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1057 - Fms - Hospital Centenario - Sao Leopoldo,124,100000,beneficiado,1057,Bruna Rodrigues,PCdoB,Sao Leopoldo,BRUNA LIEGE DA SILVA RODRIGUES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1206 - Hospital Sapiranga - Sapiranga,131,100000,beneficiado,1206,Leonel Radde,PT,Sapiranga,LEONEL GUTERRES RADDE
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 337 - Transporte Sanitario Eletivo - Estancia Velha,42,100000,beneficiado,337,Neri o Carteiro,PSDB,Estancia Velha,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria da Saúde,SES,Rede de Atenção Psicossocial - Ep,Ep 53 - Rede de Atencao Psicossocial - Caps I Arco Iris - Canoas,24,100000,beneficiado,53,Sofia Cavedon,PT,Canoas,SOFIA CAVEDON NUNES
2025,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais - Ep,Ep 12 - Associacao Beneficente Dorcas - Canoas,24,100000,beneficiado,12,Elizandro Sabino,PRD,Canoas,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria de Desenvolvimento Social,SEDES,Ações de Proteção Social - Ep,Ep 885 - Acoes de Protecao Social - Portao,213,100000,beneficiado,885,Gerson Burmann,PDT,Portao,GERSON BURMANN
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Qualificação da Estrutura dos Conselhos Tutelares - Ep,Ep 929 - Conselho Tutelar - Portao,213,100000,beneficiado,929,Eliana Bayer,REPUBLICANOS,Portao,ELIANA DO NASCIMENTO NARVAIS BAYER
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 298 - Apae - Esteio,43,100000,beneficiado,298,Neri o Carteiro,PSDB,Esteio,NERI ANDRADE PEREIRA JUNIOR
2025,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 27 - Caminhos Seguros - Canoas,24,100000,beneficiado,27,Elizandro Sabino,PRD,Canoas,ELIZANDRO SILVA DE FREITAS SABINO
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Pagamento Por Serviços Ambientais - Psa - Ep,Ep 286 - Agepardo - Santa Cruz do Sul,108,100000,beneficiado,286,Miguel Rossetto,PT,Santa Cruz do Sul,MIGUEL SOLDATELLI ROSSETTO
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 64 - Acoes de Apoio Cultural - Venancio Aires,155,100000,beneficiado,64,Airton Artus,PDT,Venancio Aires,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 328 - Atencao Basica - Santa Cruz do Sul,108,100000,beneficiado,328,Delegado Zucco,REPUBLICANOS,Santa Cruz do Sul,RODRIGO LORENZINI ZUCCO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 354 - Atencao Basica - Rio Pardo,101,100000,beneficiado,354,Kaká D´Ávila,PSDB,Rio Pardo,CARLOS HENRIQUE BASTOS D AVILA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 520 - Atencao Basica - Sinimbu,417,100000,beneficiado,520,Elton Weber,PSB,Sinimbu,ELTON ROBERTO WEBER
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 615 - Atencao Basica - Pantano Grande,296,100000,beneficiado,615,Delegada Nadine,PSDB,Pantano Grande,NADINE TAGLIARI FARIAS ANFLOR
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 669 - Atencao Basica - Encruzilhada do Sul,38,100000,beneficiado,669,Airton Artus,PDT,Encruzilhada do Sul,AIRTON ARTUS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 715 - Atencao Basica - Herveiras,446,100000,beneficiado,715,Kelly Moraes,PL,Herveiras,KELLY MORAES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 716 - Atencao Basica - Segredo,317,100000,beneficiado,716,Kelly Moraes,PL,Segredo,KELLY MORAES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 717 - Atencao Basica - Passa Sete,457,100000,beneficiado,717,Kelly Moraes,PL,Passa Sete,KELLY MORAES
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 758 - Atencao Basica - Santa Cruz do Sul,108,100000,beneficiado,758,Luiz Marenco,PDT,Santa Cruz do Sul,LUIS ROGERIO MARENCO FERRÂN
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 994 - Atencao Basica - Sobradinho,136,100000,beneficiado,994,Eduardo Loureiro,PDT,Sobradinho,EDUARDO DEBACCO LOUREIRO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1178 - Atencao Basica - Vale do Sol,423,100000,beneficiado,1178,Adolfo Brito,PP,Vale do Sol,ADOLFO JOSE BRITO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1183 - Atencao Basica - Segredo,317,100000,beneficiado,1183,Adolfo Brito,PP,Segredo,ADOLFO JOSE BRITO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1191 - Atencao Basica - Arroio do Tigre,168,100000,beneficiado,1191,Adolfo Brito,PP,Arroio do Tigre,ADOLFO JOSE BRITO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1196 - Atencao Basica - Lagoa Bonita do Sul,483,100000,beneficiado,1196,Adolfo Brito,PP,Lagoa Bonita do Sul,ADOLFO JOSE BRITO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1207 - Atencao Basica - Ibarama,279,100000,beneficiado,1207,Edivilson Brum,MDB,Ibarama,EDIVILSON MEURER BRUM
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 200 - Atencao Basica - Sobradinho,136,100000,beneficiado,200,Edivilson Brum,MDB,Sobradinho,EDIVILSON MEURER BRUM
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 38 - Hospital Regional do Vale do Rio Pardo - Rio Pardo,101,100000,beneficiado,38,Sofia Cavedon,PT,Rio Pardo,SOFIA CAVEDON NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 222 - Fms - Hospital Candelaria - Candelaria,21,100000,beneficiado,222,Cláudio Tatsch,PL,Candelaria,CLAUDIO GILNEI TATSCH
