,Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido
1733,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25161,Ep 830 - Atencao Basica - Cachoeira do Sul,EP 830,Cachoeira do Sul,15.0,100000,beneficiado,830,Pedro Pereira,PSDB, Cachoeira do Sul
1734,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25224,Ep 1194 - Atencao Basica - Paraiso do Sul,EP 1194,Paraiso do Sul,297.0,100000,beneficiado,1194,Adolfo Brito,PP, Paraiso do Sul
1735,2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25064,Ep 341 - Fms - Hospital de Caridade e Beneficencia - Cachoeira do Sul,EP 341,Cachoeira do Sul,15.0,100000,beneficiado,341,"Neri, o Carteiro",PSDB, Cachoeira do Sul
1736,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25048,Ep 861 - Transporte Sanitario Eletivo - Cerro Branco,EP 861,Cerro Branco,259.0,100000,beneficiado,861,Gerson Burmann,PDT, Cerro Branco
1737,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25081,Ep 368 - Atencao Basica - Esmeralda,EP 368,Esmeralda,16.0,100000,beneficiado,368,Carlos Búrigo,MDB, Esmeralda
1738,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25114,Ep 577 - Atencao Basica - Muitos Capoes,EP 577,Muitos Capoes,453.0,100000,beneficiado,577,Rodrigo Lorenzoni,PL, Muitos Capoes
1739,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25231,Ep 1218 - Atencao Basica - Campestre da Serra,EP 1218,Campestre da Serra,343.0,100000,beneficiado,1218,Vilmar Zanchin,MDB, Campestre da Serra
1740,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25042,Ep 784 - Transporte Sanitario Eletivo - Muitos Capoes,EP 784,Muitos Capoes,453.0,100000,beneficiado,784,Paparico Bacchi,PL, Muitos Capoes
1741,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25046,Ep 151 - Atencao Basica - Sarandi,EP 151,Sarandi,133.0,100000,beneficiado,151,Aloísio Classmann,UNIÃO, Sarandi
1742,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25050,Ep 194 - Atencao Basica - Liberato Salzano,EP 194,Liberato Salzano,202.0,100000,beneficiado,194,Edivilson Brum,MDB, Liberato Salzano
1743,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25141,Ep 699 - Atencao Basica - Palmeira das Missoes,EP 699,Palmeira das Missoes,89.0,100000,beneficiado,699,Adão Pretto Filho,PT, Palmeira das Missoes
1744,2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25114,Ep 761 - Hospital Comunitario Sarandi - Sarandi,EP 761,Sarandi,133.0,100000,beneficiado,761,Luiz Marenco,PDT, Sarandi
1745,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25054,Ep 867 - Transporte Sanitario Eletivo - Tres Palmeiras,EP 867,Tres Palmeiras,323.0,100000,beneficiado,867,Gerson Burmann,PDT, Tres Palmeiras
1746,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25047,Ep 860 - Transporte Sanitario Eletivo - Sao Francisco de Assis,EP 860,Sao Francisco de Assis,118.0,100000,beneficiado,860,Gerson Burmann,PDT, Sao Francisco de Assis
1747,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25058,Ep 978 - Transporte Sanitario Eletivo - Capao do Cipo,EP 978,Capao do Cipo,476.0,100000,beneficiado,978,Eduardo Loureiro,PDT, Capao do Cipo
1748,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25064,Ep 261 - Atencao Basica - Barra do Guarita,EP 261,Barra do Guarita,338.0,100000,beneficiado,261,Jeferson Fernandes,PT, Barra do Guarita
1749,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25136,Ep 693 - Atencao Basica - Barra do Guarita,EP 693,Barra do Guarita,338.0,100000,beneficiado,693,Adão Pretto Filho,PT, Barra do Guarita
1750,2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25155,Ep 819 - Atencao Basica - Tenente Portela,EP 819,Tenente Portela,143.0,100000,beneficiado,819,Pedro Pereira,PSDB, Tenente Portela
1751,2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25009,Ep 76 - Hospital Santo Antonio - Tenente Portela,EP 76,Tenente Portela,143.0,100000,beneficiado,76,Rafael Braga,MDB, Tenente Portela
1752,2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25043,Ep 267 - Associacao Hospitalar de Caridade - Campo Novo,EP 267,Campo Novo,20.0,100000,beneficiado,267,Jeferson Fernandes,PT, Campo Novo
1753,2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25098,Ep 657 - Hospital Santo Antonio - Tenente Portela,EP 657,Tenente Portela,143.0,100000,beneficiado,657,Delegada Nadine,PSDB, Tenente Portela
1754,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25007,Ep 198 - Transporte Sanitario Eletivo - Esperanca do Sul,EP 198,Esperanca do Sul,442.0,100000,beneficiado,198,Edivilson Brum,MDB, Esperanca do Sul
1755,2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25055,Ep 868 - Transporte Sanitario Eletivo - Coronel Bicaco,EP 868,Coronel Bicaco,187.0,100000,beneficiado,868,Gerson Burmann,PDT, Coronel Bicaco
1756,2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25002,Ep 252 - Acoes de Protecao Social - Tenente Portela,EP 252,Tenente Portela,143.0,100000,beneficiado,252,Jeferson Fernandes,PT, Tenente Portela
1757,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1048,Expansão e Fortalecimento do Controle Social No Rs - Ep,25001,Ep 327 - Conferencia Estadual dos Povos de Terreiro,EP 327,Em Definicao,950.0,100000,beneficiado,327,Matheus Gomes,PSOL, Conferencia Estadual dos Povos de Terreiro
1758,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1048,Expansão e Fortalecimento do Controle Social No Rs - Ep,25002,Ep 506 - Conferencia Estadual dos Povos de Terreiro,EP 506,Em Definicao,950.0,100000,beneficiado,506,Luciana Genro,PSOL, Conferencia Estadual dos Povos de Terreiro
1759,2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1077,Desenvolvimento e Qualificação Profissional - Ep,25003,Ep 965 - Associacao Junior Achivement - Estado,EP 965,Em Definicao,950.0,100000,beneficiado,965,Felipe Camozzato,NOVO, Estado
1760,2025,Universidade Estadual do Rio Grande do Sul,UERGS,1,1071,Projeto de Extensão Para O Desenvolvimento Regional - Ep,25003,Ep 315 - Projeto de Extensao - Porto Alegre,EP 315,Porto Alegre,96.0,98280,beneficiado,315,Matheus Gomes,PSOL, Porto Alegre
1761,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2801,1047,Emenda Parlamentar 2023 de Caxias do Sul,23003,Ep 485 - Instituto Rosa Del Este - Caxias do Sul,,,,97800,Entidade beneficiada,485,Luciana Genro,PSOL, Caxias do Sul
1762,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2875,1039,Emenda Parlamentar 2023 de Porto Alegre,23026,Ep 480 - Associacao Maes e Pais Pela Democracia - Porto Alegre,,,,97000,Entidade beneficiada,480,Luciana Genro,PSOL, Porto Alegre
1763,2025,Universidade Estadual do Rio Grande do Sul,UERGS,1,1071,Projeto de Extensão Para O Desenvolvimento Regional - Ep,25004,Ep 325 - Projeto de Extensao - Porto Alegre,EP 325,Porto Alegre,96.0,97000,beneficiado,325,Matheus Gomes,PSOL, Porto Alegre
1764,2024,Secretaria da Segurança Pública,SSP,7,1084,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",24002,Ep 635 - Cbm - Veranopolis,EP 635,Veranopolis,157.0,90500,beneficiado,635,Prof Claudio Branchieri,PODE, Veranopolis
1765,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Alvorada,22038,Ep 183 - Atencao Basica - Alvorada,EP 183,,,90000,Município beneficiado,183,Faisal Karam,PSDB, Alvorada
1766,2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Paulo Bento,22104,Ep 470 - Atencao Basica - Paulo Bento,EP 470,,,90000,Município beneficiado,470,Fran Somensi,REPUBLICANOS, Paulo Bento
1767,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Alegre,22046,Ep 154 - Hospital de Clinicas - Porto Alegre,EP 154,,,90000,Hospital beneficiado,154,Luciana Genro,PSOL, Porto Alegre
1768,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sertao,22008,Ep 11 - Hospital Sao Jose - Sertao,EP 11,,,90000,Hospital beneficiado,11,Sérgio Turra,PP, Sertao
1769,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Severiano de Almeida,22089,Ep 551 - Veiculo - Severiano de Almeida,EP 551,,,90000,Veículo novo,551,Gilberto Capoani,MDB, Severiano de Almeida
1770,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Tres Arroios,22067,Ep 398 - Veiculo - Tres Arroios,EP 398,,,90000,Veículo novo,398,Gilberto Capoani,MDB, Tres Arroios
1771,2022,Secretaria do Esporte e Lazer,SEL,2901,1050,Emenda Parlamentar 2022 de Estancia Velha,22012,Ep 358 - Quadra Polisportiva - Praca Geraldo Machado - Estancia Velha,EP 358,,,90000,Município beneficiado,358,Neri o Carteiro,SOLIDARIEDADE, Estancia Velha
1772,2023,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,2601,1038,Emenda Parlamentar 2023 de Porto Alegre,23005,Ep 196 - Pavimentacao Estrada Jacques da Rosa - Porto Alegre,,,,90000,Município beneficiado,196,Dr Thiago Duarte,UNIÃO, Porto Alegre
1773,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24166,Ep 909 - Hospital de Caridade Dr Victor Lang - Cacapava do Sul,EP 909,Cacapava do Sul,13.0,90000,beneficiado,909,Felipe Camozzato,NOVO, Cacapava do Sul
1774,2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24164,Ep 900 - Fms - Hospital Sao Joao Batista - Nova Prata,EP 900,Nova Prata,85.0,90000,beneficiado,900,Felipe Camozzato,NOVO, Nova Prata
1775,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25006,Ep 447 - Lar da Velhice Sao Francisco de Assis - Caxias do Sul,EP 447,Caxias do Sul,29.0,90000,beneficiado,447,Prof Claudio Branchieri,PODE, Caxias do Sul
1776,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25007,Ep 454 - Associacao Mao Amiga - Caxias do Sul,EP 454,Caxias do Sul,29.0,90000,beneficiado,454,Prof Claudio Branchieri,PODE, Caxias do Sul
1777,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1117,Implementação de Atividades Voltadas a Educação Ambiental - Ep,25003,Ep 289 - Associacao Brasileira de Eng Sanitaria e Ambiental - Abes - Porto Alegre,EP 289,Porto Alegre,96.0,90000,beneficiado,289,Miguel Rossetto,PT, Porto Alegre
1778,2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24046,Ep 620 - Esc Est Ens Fun Coronel Jose Pena de Moraes - Caxias do Sul,EP 620,Caxias do Sul,29.0,85521,beneficiado,620,Prof Claudio Branchieri,PODE, Caxias do Sul
1779,2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2801,1034,Emenda Parlamentar 2023 Em Definicao,23002,Ep 482 - Redes de Atendimento a Lgbts Em Situacao Ou Risco de Violencia,,,,85000,Projeto apoiado,482,Luciana Genro,PSOL, Redes de Atendimento a Lgbts Em Situacao Ou Risco de Violencia
1780,2022,Secretaria da Cultura,SEDAC,1101,1062,Emenda Parlamentar 2022 de Porto Alegre,22007,Ep 314 - Museu Estadual do Hip Hop - Porto Alegre,EP 314,,,80000,Entidade beneficiada,314,Sofia Cavedon,PT, Porto Alegre
1781,2022,Secretaria da Cultura,SEDAC,1101,1062,Emenda Parlamentar 2022 Em Definicao,22005,Ep 313 - Politica Estadual de Cultura Viva,EP 313,,,80000,Ação fomentada,313,Sofia Cavedon,PT, Politica Estadual de Cultura Viva
1782,2022,Secretaria da Cultura,SEDAC,1101,1062,Emenda Parlamentar 2022 Em Definicao,22006,Ep 313 - Politica Estadual de Cultura Viva,EP 313,,,80000,Ação fomentada,313,Sofia Cavedon,PT, Politica Estadual de Cultura Viva
1783,2022,Secretaria da Educação,SEDUC,1901,1019,Emenda Parlamentar 2022 de Tramandai,22014,Ep 490 - Eeem Assis Brasil - Tramandai,EP 490,,,80000,Escola beneficiada,490,Gabriel Souza,MDB, Tramandai
1784,2022,Secretaria da Educação,SEDUC,1901,1021,Emenda Parlamentar 2022 de Caibate,22029,Ep 244 - Eeeb Jose Adolfo Meister - Caibate,EP 244,,,80000,Escola beneficiada,244,Any Ortiz,CIDADANIA, Caibate
1785,2022,"Secretaria da Igualdade, Cidadania, Direitos Humanos e Assistencia Social",SICDHAS,2175,1039,Emenda Parlamentar 2022 de Capao da Canoa,22018,Ep 563 - Apae - Capao da Canoa,EP 563,,,80000,Entidade beneficiada,563,Adolfo Brito,PP, Capao da Canoa
1786,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Camaqua,22110,Ep 455 - Hospital Nossa Senhora Aparecida - Camaqua,EP 455,,,80000,Hospital beneficiado,455,Zé Nunes,PT, Camaqua
1787,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Nonoai,22113,Ep 459 - Hospital Comunitario Nonoai - Nonoai,EP 459,,,80000,Hospital beneficiado,459,Elton Weber,PSB, Nonoai
1788,2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Santa Rosa,22078,Ep 316 - Hospital Vida Saude - Santa Rosa,EP 316,,,80000,Hospital beneficiado,316,Sofia Cavedon,PT, Santa Rosa
1789,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Barracao,22066,Ep 395 - Veiculo - Barracao,EP 395,,,80000,Veículo novo,395,Gilberto Capoani,MDB, Barracao
1790,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Liberato Salzano,22086,Ep 545 - Veiculo - Liberato Salzano,EP 545,,,80000,Veículo novo,545,Gilberto Capoani,MDB, Liberato Salzano
1791,2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Vila Langaro,22068,Ep 400 - Veiculo - Vila Langaro,EP 400,,,80000,Veículo novo,400,Gilberto Capoani,MDB, Vila Langaro
1792,2022,Secretaria da Segurança Pública,SSP,1201,1007,Emenda Parlamentar 2022 de Dois Irmaos,22001,Ep 35 - Videomonitoramento - Dois Irmaos,EP 35,,,80000,Município beneficiado,35,Issur Koch,PP, Dois Irmaos
1793,2022,Secretaria de Desenvolvimento Rural,SDR,3176,1067,Emenda Parlamentar 2022 de Herval,22006,Ep 522 - Agricultura Familiar - Herval,EP 522,,,80000,Município beneficiado,522,Marcus Vinícius,PP, Herval
1794,2022,Secretaria de Esporte e Lazer,SEL,2901,1050,Emenda Parlamentar 2022 de Pelotas,22020,Ep 516 - Praca Ronna - Pelotas,EP 516,,,80000,Município beneficiado,516,Marcus Vinícius,PP, Pelotas
1795,2022,Secretaria de Justica e Sistemas Penal e Socioeducativo,SJSPS,602,1069,Emenda Parlamentar 2022 Em Definicao,22001,Ep 205 - Equipamentos - Gaes - Susepe,EP 205,,,80000,Equipamento novo,205,Tenente Coronel Zucco,PSL, Susepe
1796,2022,Secretaria do Esporte e Lazer,SEL,2901,1050,Emenda Parlamentar 2022 de Capivari do Sul,22009,Ep 246 - Praça - Capivari do Sul,EP 246,,,80000,Município beneficiado,246,Any Ortiz,CIDADANIA, Capivari do Sul
1797,2022,Secretaria do Esporte e Lazer,SEL,2901,1050,Emenda Parlamentar 2022 de Palmares do Sul,22008,Ep 245 - Nucleos de Esporte e Lazer - Palmares do Sul,EP 245,,,80000,Município beneficiado,245,Any Ortiz,CIDADANIA, Palmares do Sul
1798,2023,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1501,1013,Emenda Parlamentar 2023 de Ernestina,23002,Ep 26 - Patrulha Agricola - Ernestina,,,,80000,Município beneficiado,26,Sérgio Turra,PP, Ernestina
1799,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Barao do Cotegipe,23006,Ep 23 - Col Estadual Mario Quintana - Barao de Cotegipe,,,,80000,Escola beneficiada,23,Sérgio Turra,PP, Barao de Cotegipe
1800,2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Feliz,23033,Ep 89 - Atencao Basica - Feliz,,,,80000,Município beneficiado,89,Elton Weber,PSB, Feliz
1801,2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Cacapava do Sul,23011,Ep 106 - Hospital de Caridade Dr Victor Lang - Cacapava do Sul,,,,80000,Hospital beneficiado,106,Juvir Costella,MDB, Cacapava do Sul
1802,2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Sao Lourenco do Sul,23074,Ep 458 - Santa Casa - Sao Lourenco do Sul,,,,80000,Hospital beneficiado,458,Zé Nunes,PT, Sao Lourenco do Sul
1803,2023,Secretaria de Desenvolvimento Rural,SDR,3176,1013,Emenda Parlamentar 2023 de Dois Irmaos,23011,Ep 82 - Agricultura Familiar - Dois Irmaos,,,,80000,Município beneficiado,82,Elton Weber,PSB, Dois Irmaos
1804,2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,24030,Ep 223 - Apoio Gestao Municipal - Caxias do Sul,EP 223,Caxias do Sul,29.0,80000,beneficiado,223,Neri o Carteiro,PSDB, Caxias do Sul
1805,2024,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,24020,Ep 301 - Ctg Estancia do Imigrante - Sao Pedro da Serra,EP 301,Sao Pedro da Serra,410.0,80000,beneficiado,301,Dirceu Franciscon,UNIÃO, Sao Pedro da Serra
1806,2024,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,24006,Ep 101 - Agricultura Familiar - Linha Nova,EP 101,Linha Nova,366.0,80000,beneficiado,101,Elton Weber,PSB, Linha Nova
1807,2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,24005,Ep 465 - Apoio Gestao Municipal - Novo Hamburgo,EP 465,Novo Hamburgo,86.0,80000,beneficiado,465,Gaúcho da Geral,PSD, Novo Hamburgo
1808,2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24044,Ep 610 - Col Estadual Julio de Castilhos - Porto Alegre,EP 610,Porto Alegre,96.0,80000,beneficiado,610,Laura Sito,PT, Porto Alegre
1809,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24004,Ep 253 - Abrigo Joao Paulo Ii - Porto Alegre,EP 253,Porto Alegre,96.0,80000,beneficiado,253,Kaká D´Ávila,PSDB, Porto Alegre
1810,2024,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,24013,Ep 228 - Associacao dos Moradores das Vilas Elizabeth e Parque - Porto Alegre,EP 228,Porto Alegre,96.0,80000,beneficiado,228,Neri o Carteiro,PSDB, Porto Alegre
1811,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25032,Ep 532 - Agricultura Familiar - Santa Maria,EP 532,Santa Maria,109.0,80000,beneficiado,532,Elton Weber,PSB, Santa Maria
1812,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25028,Ep 526 - Agricultura Familiar - Alecrim,EP 526,Alecrim,163.0,80000,beneficiado,526,Elton Weber,PSB, Alecrim
1813,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25027,Ep 523 - Agricultura Familiar - Nova Petropolis,EP 523,Nova Petropolis,84.0,80000,beneficiado,523,Elton Weber,PSB, Nova Petropolis
1814,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25022,Ep 996 - Projetos Esportivos - Ametista do Sul,EP 996,Ametista do Sul,335.0,80000,beneficiado,996,Eduardo Loureiro,PDT, Ametista do Sul
1815,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25044,Ep 425 - Ctg Sentinelas do Pago - Marau,EP 425,Marau,75.0,80000,beneficiado,425,Dirceu Franciscon,UNIÃO, Marau
1816,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25033,Ep 533 - Agricultura Familiar - Sao Marcos,EP 533,Sao Marcos,224.0,80000,beneficiado,533,Elton Weber,PSB, Sao Marcos
1817,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25005,Ep 240 - Instituto de Menores Dom Antonio Zattera - Pelotas,EP 240,Pelotas,93.0,80000,beneficiado,240,Adriana Lara,PL, Pelotas
1818,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25024,Ep 517 - Agricultura Familiar - Marata,EP 517,Marata,369.0,80000,beneficiado,517,Elton Weber,PSB, Marata
1819,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25026,Ep 522 - Agricultura Familiar - Linha Nova,EP 522,Linha Nova,366.0,80000,beneficiado,522,Elton Weber,PSB, Linha Nova
1820,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25030,Ep 530 - Agricultura Familiar - Harmonia,EP 530,Harmonia,278.0,80000,beneficiado,530,Elton Weber,PSB, Harmonia
1821,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25031,Ep 531 - Agricultura Familiar - Tupandi,EP 531,Tupandi,326.0,80000,beneficiado,531,Elton Weber,PSB, Tupandi
1822,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25034,Ep 283 - Estacao Primeira de Sao Leopoldo - Sao Leopoldo,EP 283,Sao Leopoldo,124.0,80000,beneficiado,283,Miguel Rossetto,PT, Sao Leopoldo
1823,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25029,Ep 528 - Agricultura Familiar - Ivoti,EP 528,Ivoti,200.0,80000,beneficiado,528,Elton Weber,PSB, Ivoti
1824,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25025,Ep 518 - Agricultura Familiar - Serio,EP 518,Serio,415.0,80000,beneficiado,518,Elton Weber,PSB, Serio
1825,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25003,Ep 49 - Movimento Pelos Direitos da Crianca e do Adolescente - Porto Alegre,EP 49,Porto Alegre,96.0,80000,beneficiado,49,Sofia Cavedon,PT, Porto Alegre
1826,2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,25003,Ep 288 - Guayi - Porto Alegre,EP 288,Porto Alegre,96.0,80000,beneficiado,288,Miguel Rossetto,PT, Porto Alegre
1827,2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25014,Ep 1193 - Defesa Civil - Ronda Alta,EP 1193,Ronda Alta,218.0,80000,beneficiado,1193,Eduardo Loureiro,PDT, Ronda Alta
1828,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25015,Ep 1003 - Acoes Para Criancas e Adolescentes - Boa Vista das Missoes,EP 1003,Boa Vista das Missoes,341.0,80000,beneficiado,1003,Eduardo Loureiro,PDT, Boa Vista das Missoes
1829,2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24045,Ep 619 - Esc Est Ens Med Prof Apolinario Alves dos Santos - Caxias do Sul,EP 619,Caxias do Sul,29.0,78025,beneficiado,619,Prof Claudio Branchieri,PODE, Caxias do Sul
1830,2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24025,Ep 1146 - Associacao Beneficente Nossa Senhora da Assuncao - Porto Alegre,EP 1146,Porto Alegre,96.0,78000,beneficiado,1146,Bruna Rodrigues,PCdoB, Porto Alegre
1831,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Alegrete,23048,Ep 486 - Inst Est Educ Oswaldo Aranha - Alegrete,,,,76924,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Alegrete
1832,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Alvorada,23049,Ep 486 - Esc Est Ens Med Carlos Drummond de Andrade - Alvorada,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Alvorada
1833,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Cachoeira do Sul,23059,Ep 486 - Esc Est Ens Fun Rio Jacui - Cachoeira do Sul,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Cachoeira do Sul
1834,2023,Secretaria da Educação,SEDUC,1901,1088,Emenda Parlamentar 2023 de Canela,23056,Ep 486 - Esc Est Ens Med Adolfo Seibt - Canela,,,,76923,Escola beneficiada,486,Tenente Coronel Zucco,REPUBLICANOS, Canela
