Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25039,Ep 675 - Apoio Gestao Municipal - Palmares do Sul,EP 675,Palmares do Sul,240,100000,beneficiado,675,Sergio Peres,REPUBLICANOS
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25074,Ep 925 - Apae - Tres Cachoeiras,EP 925,Tres Cachoeiras,322,100000,beneficiado,925,Eliana Bayer,REPUBLICANOS
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25010,Ep 294 - Nucleos de Esporte e Lazer - Torres,EP 294,Torres,144,100000,beneficiado,294,"Neri, o Carteiro",PSDB
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25014,Ep 336 - Nucleos de Esporte e Lazer - Tramandai,EP 336,Tramandai,145,100000,beneficiado,336,Delegado Zucco,REPUBLICANOS
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25024,Ep 690 - Nucleos de Esporte e Lazer - Tramandai,EP 690,Tramandai,145,100000,beneficiado,690,Sergio Peres,REPUBLICANOS
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25037,Ep 1185 - Nucleos de Esporte e Lazer - Tres Cachoeiras,EP 1185,Tres Cachoeiras,322,100000,beneficiado,1185,Adolfo Brito,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25044,Ep 143 - Atencao Basica - Irai,EP 143,Irai,66,100000,beneficiado,143,Aloísio Classmann,UNIÃO
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25052,Ep 865 - Transporte Sanitario Eletivo - Erval Seco,EP 865,Erval Seco,192,100000,beneficiado,865,Gerson Burmann,PDT
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25036,Ep 1102 - Apoio Gestao Municipal - Planalto,EP 1102,Planalto,212,100000,beneficiado,1102,Professor Bonatto,PSDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25042,Ep 629 - Apae - Frederico Westphalen,EP 629,Frederico Westphalen,49,100000,beneficiado,629,Silvana Covatti,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25011,Ep 205 - Agricultura Familiar - Palmitinho,EP 205,Palmitinho,209,100000,beneficiado,205,Edivilson Brum,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25061,Ep 257 - Atencao Basica - Ubiretama,EP 257,Ubiretama,463,100000,beneficiado,257,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25062,Ep 259 - Atencao Basica - Dezesseis de Novembro,EP 259,Dezesseis de Novembro,264,100000,beneficiado,259,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25063,Ep 260 - Atencao Basica - Cerro Largo,EP 260,Cerro Largo,30,100000,beneficiado,260,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25107,Ep 559 - Atencao Basica - Sao Luiz Gonzaga,EP 559,Sao Luiz Gonzaga,126,100000,beneficiado,559,Patrícia Alba,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25124,Ep 635 - Atencao Basica - Sao Miguel das Missoes,EP 635,Sao Miguel das Missoes,315,100000,beneficiado,635,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25185,Ep 993 - Atencao Basica - Sete de Setembro,EP 993,Sete de Setembro,459,100000,beneficiado,993,Eduardo Loureiro,PDT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25213,Ep 1162 - Atencao Basica - Sao Luiz Gonzaga,EP 1162,Sao Luiz Gonzaga,126,100000,beneficiado,1162,Laura Sito,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25039,Ep 262 - Hospital Santo Angelo - Santo Angelo,EP 262,Santo Angelo,113,100000,beneficiado,262,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25042,Ep 266 - Hospital Roque Gonzales - Caibate,EP 266,Caibate,179,100000,beneficiado,266,Jeferson Fernandes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25141,Ep 933 - Hospital de Porto Xavier - Porto Xavier,EP 933,Porto Xavier,214,100000,beneficiado,933,Eliana Bayer,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25005,Ep 165 - Transporte Sanitario Eletivo - Entre - Ijuis,EP 165,Entre-ijuis,269,100000,beneficiado,165,Aloísio Classmann,UNIÃO
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25026,Ep 567 - Transporte Sanitario Eletivo - Girua,EP 567,Girua,55,100000,beneficiado,567,Patrícia Alba,MDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25003,Ep 80 - Apoio Gestao Municipal - Rolador,EP 80,Rolador,491,100000,beneficiado,80,Rafael Braga,MDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25030,Ep 855 - Apoio Gestao Municipal - Sao Luiz Gonzaga,EP 855,Sao Luiz Gonzaga,126,100000,beneficiado,855,Gaúcho da Geral,PSD
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25039,Ep 634 - Agricultura Familiar - Sete de Setembro,EP 634,Sete de Setembro,459,100000,beneficiado,634,Silvana Covatti,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25075,Ep 891 - Monumento e Memorial Porca Veia - Barracao,EP 891,Barracao,171,100000,beneficiado,891,Airton Lima,PODE
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25077,Ep 893 - Ctg Alexandre Pato - Lagoa Vermelha,EP 893,Lagoa Vermelha,71,100000,beneficiado,893,Airton Lima,PODE
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25094,Ep 633 - Hospital Sao Valentim - Barracao,EP 633,Barracao,171,100000,beneficiado,633,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25096,Ep 643 - Fundacao Hospitalar de Ibiaca - Ibiaca,EP 643,Ibiaca,195,100000,beneficiado,643,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25101,Ep 661 - Hospital Sao Jose - Sao Jose do Ouro,EP 661,Sao Jose do Ouro,123,100000,beneficiado,661,Delegada Nadine,PSDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25115,Ep 786 - Hospital Santa Terezinha - Paim Filho,EP 786,Paim Filho,88,100000,beneficiado,786,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25137,Ep 905 - Hospital Sao Paulo - Lagoa Vermelha,EP 905,Lagoa Vermelha,71,100000,beneficiado,905,Airton Lima,PODE
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25037,Ep 775 - Transporte Sanitario Eletivo - Sananduva,EP 775,Sananduva,105,100000,beneficiado,775,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25039,Ep 779 - Transporte Sanitario Eletivo - Santo Expedito do Sul,EP 779,Santo Expedito do Sul,404,100000,beneficiado,779,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25045,Ep 788 - Transporte Sanitario Eletivo - Ibiraiaras,EP 788,Ibiraiaras,196,100000,beneficiado,788,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25020,Ep 82 - Atencao Basica - Pejucara,EP 82,Pejucara,211,100000,beneficiado,82,Rafael Braga,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25163,Ep 833 - Atencao Basica - Ijui,EP 833,Ijui,65,100000,beneficiado,833,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25124,Ep 835 - Fms - Hospital Panambi - Panambi,EP 835,Panambi,90,100000,beneficiado,835,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25127,Ep 858 - Hospital Bom Pastor - Ijui,EP 858,Ijui,65,100000,beneficiado,858,Gerson Burmann,PDT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25128,Ep 859 - Hospital de Clinicas - Ijui,EP 859,Ijui,65,100000,beneficiado,859,Gerson Burmann,PDT
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25033,Ep 655 - Transporte Sanitario Eletivo - Condor,EP 655,Condor,186,100000,beneficiado,655,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25053,Ep 866 - Transporte Sanitario Eletivo - Joia,EP 866,Joia,239,100000,beneficiado,866,Gerson Burmann,PDT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25007,Ep 19 - Atencao Basica - Barao de Cotegipe,EP 19,Barao de Cotegipe,170,100000,beneficiado,19,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25127,Ep 654 - Atencao Basica - Sao Valentim,EP 654,Sao Valentim,130,100000,beneficiado,654,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25135,Ep 692 - Atencao Basica - Entre Rios do Sul,EP 692,Entre Rios do Sul,268,100000,beneficiado,692,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25143,Ep 702 - Atencao Basica - Marcelino Ramos,EP 702,Marcelino Ramos,76,100000,beneficiado,702,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25176,Ep 960 - Atencao Basica - Jacutinga,EP 960,Jacutinga,201,100000,beneficiado,960,Eliana Bayer,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25223,Ep 1192 - Atencao Basica - Ponte Preta,EP 1192,Ponte Preta,392,100000,beneficiado,1192,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25095,Ep 642 - Associacao Hospitalar Marcelinense - Marcelino Ramos,EP 642,Marcelino Ramos,76,100000,beneficiado,642,Silvana Covatti,PP
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25040,Ep 781 - Transporte Sanitario Eletivo - Sertao,EP 781,Sertao,229,100000,beneficiado,781,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25041,Ep 782 - Transporte Sanitario Eletivo - Sao Valentim,EP 782,Sao Valentim,130,100000,beneficiado,782,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25043,Ep 785 - Transporte Sanitario Eletivo - Barao de Cotegipe,EP 785,Barao de Cotegipe,170,100000,beneficiado,785,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25044,Ep 787 - Transporte Sanitario Eletivo - Getulio Vargas,EP 787,Getulio Vargas,54,100000,beneficiado,787,Paparico Bacchi,PL
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25006,Ep 707 - Acoes de Protecao Social - Barra do Rio Azul,EP 707,Barra do Rio Azul,339,100000,beneficiado,707,Adão Pretto Filho,PT
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25019,Ep 609 - Circulo de Pais e Mestres da Eeef Roque Gonzales - Erechim,EP 609,Erechim,39,100000,beneficiado,609,Delegada Nadine,PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25038,Ep 132 - Atencao Basica - Rolante,EP 132,Rolante,103,100000,beneficiado,132,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25042,Ep 140 - Atencao Basica - Taquara,EP 140,Taquara,141,100000,beneficiado,140,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25057,Ep 227 - Atencao Basica - Tres Coroas,EP 227,Tres Coroas,146,100000,beneficiado,227,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25067,Ep 275 - Atencao Basica - Presidente Lucena,EP 275,Presidente Lucena,395,100000,beneficiado,275,"Neri, o Carteiro",PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25110,Ep 565 - Atencao Basica - Parobe,EP 565,Parobe,241,100000,beneficiado,565,Patrícia Alba,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25112,Ep 574 - Atencao Basica - Taquara,EP 574,Taquara,141,100000,beneficiado,574,Elton Weber,PSB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25192,Ep 1034 - Atencao Basica - Lindolfo Collor,EP 1034,Lindolfo Collor,365,100000,beneficiado,1034,Professor Issur Koch,PP
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25006,Ep 58 - Hospital Dr Oswaldo Diesel - Tres Coroas,EP 58,Tres Coroas,146,100000,beneficiado,58,Sofia Cavedon,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25057,Ep 313 - Hospital Nossa Senhora do Rosario - Riozinho,EP 313,Riozinho,307,100000,beneficiado,313,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25062,Ep 326 - Hospital Dr Oswaldo Diesel - Tres Coroas,EP 326,Tres Coroas,146,100000,beneficiado,326,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25068,Ep 405 - Hospital Dr Oswaldo Diesel - Tres Coroas,EP 405,Tres Coroas,146,100000,beneficiado,405,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25025,Ep 562 - Transporte Sanitario Eletivo - Riozinho,EP 562,Riozinho,307,100000,beneficiado,562,Patrícia Alba,MDB
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25009,Ep 293 - Nucleos de Esporte e Lazer - Rolante,EP 293,Rolante,103,100000,beneficiado,293,"Neri, o Carteiro",PSDB
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25013,Ep 335 - Nucleos de Esporte e Lazer - Taquara,EP 335,Taquara,141,100000,beneficiado,335,Delegado Zucco,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25089,Ep 402 - Atencao Basica - Santo Antonio do Palma,EP 402,Santo Antonio do Palma,402,100000,beneficiado,402,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25094,Ep 414 - Atencao Basica - Camargo,EP 414,Camargo,255,100000,beneficiado,414,Dirceu Franciscon,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25095,Ep 415 - Atencao Basica - Nova Alvorada,EP 415,Nova Alvorada,292,100000,beneficiado,415,Dirceu Franciscon,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25106,Ep 525 - Atencao Basica - Vanini,EP 525,Vanini,327,100000,beneficiado,525,Elton Weber,PSB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25139,Ep 696 - Atencao Basica - Gentil,EP 696,Gentil,357,100000,beneficiado,696,Adão Pretto Filho,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25070,Ep 409 - Hospital Santa Teresinha - Ciriaco,EP 409,Ciriaco,185,100000,beneficiado,409,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25078,Ep 505 - Fms - Hospital de Caridade - Carazinho,EP 505,Carazinho,25,100000,beneficiado,505,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25088,Ep 605 - Fms - Centro de Referencia de Saude - Passo Fundo,EP 605,Passo Fundo,91,100000,beneficiado,605,Luciana Genro,PSOL
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25038,Ep 778 - Transporte Sanitario Eletivo - Pontao,EP 778,Pontao,391,100000,beneficiado,778,Paparico Bacchi,PL
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25042,Ep 419 - Ctg Galpao do Gaitaco - Sao Valentim do Sul,EP 419,Sao Valentim do Sul,412,100000,beneficiado,419,Dirceu Franciscon,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25011,Ep 25 - Atencao Basica - Caxias do Sul,EP 25,Caxias do Sul,29,100000,beneficiado,25,Elizandro Sabino,PRD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25029,Ep 123 - Atencao Basica - Bento Goncalves,EP 123,Bento Goncalves,10,100000,beneficiado,123,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25031,Ep 125 - Atencao Basica - Garibaldi,EP 125,Garibaldi,50,100000,beneficiado,125,Gustavo Victorino,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25065,Ep 272 - Atencao Basica - Farroupilha,EP 272,Farroupilha,45,100000,beneficiado,272,"Neri, o Carteiro",PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25078,Ep 363 - Atencao Basica - Vila Flores,EP 363,Vila Flores,328,100000,beneficiado,363,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25079,Ep 364 - Atencao Basica - Farroupilha,EP 364,Farroupilha,45,100000,beneficiado,364,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25080,Ep 365 - Atencao Basica - Nova Padua,EP 365,Nova Padua,381,100000,beneficiado,365,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25083,Ep 370 - Atencao Basica - Bento Goncalves,EP 370,Bento Goncalves,10,100000,beneficiado,370,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25090,Ep 406 - Atencao Basica - Protasio Alves,EP 406,Protasio Alves,304,100000,beneficiado,406,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25097,Ep 453 - Atencao Basica - Nova Roma do Sul,EP 453,Nova Roma do Sul,295,100000,beneficiado,453,Prof Claudio Branchieri,PODE
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25098,Ep 456 - Atencao Basica - Carlos Barbosa,EP 456,Carlos Barbosa,26,100000,beneficiado,456,Prof Claudio Branchieri,PODE
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25099,Ep 466 - Atencao Basica - Guapore,EP 466,Guapore,59,100000,beneficiado,466,Prof Claudio Branchieri,PODE
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25165,Ep 837 - Atencao Basica - Nova Prata,EP 837,Nova Prata,85,100000,beneficiado,837,Gaúcho da Geral,PSD
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25182,Ep 987 - Atencao Basica - Bento Goncalves,EP 987,Bento Goncalves,10,100000,beneficiado,987,Guilherme Pasin,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25183,Ep 988 - Atencao Basica - Veranopolis,EP 988,Veranopolis,157,100000,beneficiado,988,Guilherme Pasin,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25187,Ep 1020 - Atencao Basica - Carlos Barbosa,EP 1020,Carlos Barbosa,26,100000,beneficiado,1020,Guilherme Pasin,PP
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25218,Ep 1179 - Atencao Basica - Uniao da Serra,EP 1179,Uniao da Serra,422,100000,beneficiado,1179,Vilmar Zanchin,MDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25015,Ep 115 - Fms - Hospital Geral - Caxias do Sul,EP 115,Caxias do Sul,29,100000,beneficiado,115,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25016,Ep 116 - Fms - Hospital Pompeia - Caxias do Sul,EP 116,Caxias do Sul,29,100000,beneficiado,116,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25017,Ep 117 - Fms - Hospital Virvi Ramos - Caxias do Sul,EP 117,Caxias do Sul,29,100000,beneficiado,117,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25018,Ep 118 - Fms - Hospital Sao Pedro - Garibaldi,EP 118,Garibaldi,50,100000,beneficiado,118,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25019,Ep 119 - Fms - Hospital Tacchini - Bento Goncalves,EP 119,Bento Goncalves,10,100000,beneficiado,119,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25046,Ep 276 - Fms - Upa - Bento Goncalves,EP 276,Bento Goncalves,10,100000,beneficiado,276,"Neri, o Carteiro",PSDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25067,Ep 386 - Fms - Aconsel - Nova Bassano,EP 386,Nova Bassano,207,100000,beneficiado,386,Carlos Búrigo,MDB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25079,Ep 508 - Fms - Hospital Tacchini - Bento Goncalves,EP 508,Bento Goncalves,10,100000,beneficiado,508,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25087,Ep 599 - Fms - Hospital Fatima - Flores da Cunha,EP 599,Flores da Cunha,48,100000,beneficiado,599,Elton Weber,PSB
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25149,Ep 1009 - Fms - Hospital Sao Carlos - Farroupilha,EP 1009,Farroupilha,45,100000,beneficiado,1009,Guilherme Pasin,PP
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25169,Ep 1184 - Fms - Hospital Comunitario Sao Peregrino Lazziozi - Veranopolis,EP 1184,Veranopolis,157,100000,beneficiado,1184,Sofia Cavedon,PT
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25060,Ep 989 - Transporte Sanitario Eletivo - Sao Marcos,EP 989,Sao Marcos,224,100000,beneficiado,989,Guilherme Pasin,PP
2025,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,25061,Ep 992 - Transporte Sanitario Eletivo - Flores da Cunha,EP 992,Flores da Cunha,48,100000,beneficiado,992,Guilherme Pasin,PP
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25005,Ep 381 - Associacao Mao Amiga - Caxias do Sul,EP 381,Caxias do Sul,29,100000,beneficiado,381,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25016,Ep 433 - Apoio Gestao Municipal - Caxias do Sul,EP 433,Caxias do Sul,29,100000,beneficiado,433,Capitão Martim,REPUBLICANOS
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25004,Ep 465 - Desafio Jovem Unidos Na Fe - Caxias do Sul,EP 465,Caxias do Sul,29,100000,beneficiado,465,Prof Claudio Branchieri,PODE
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25017,Ep 448 - Apae - Garibaldi,EP 448,Garibaldi,50,100000,beneficiado,448,Prof Claudio Branchieri,PODE
